Id,production
5243,0.202696912934802
5244,0.18470789623847467
5245,0.10652019859607309
5246,0.04217647730208915
5247,0.045806258955877616
5248,0.11140807914253666
5249,0.0884399518872416
5250,0.17164063979430685
5251,0.2893638591810052
5252,0.41226469601895865
5253,0.33893746192254753
5254,0.4292210523820229
5255,0.14884707345053552
5256,0.09270594776583208
5257,0.04344304066177171
5258,0.028409636271148505
5259,0.06027273999329912
5260,0.1197639817117868
5261,0.13508317812827597
5262,0.15409600232522677
5263,0.1414451790199299
5264,0.3953067737384429
5265,0.39238026229594125
5266,0.2637180702655176
5267,0.11011911547297776
5268,0.06387919028373623
5269,0.06353836422310281
5270,0.0442453198169051
5271,0.10246189015478843
5272,0.07568622886221116
5273,0.10832668065593971
5274,0.1794159748760947
5275,0.3358883948524414
5276,0.22403522723167596
5277,0.2910323759543278
5278,0.21833360707933838
5279,0.10546462029117186
5280,0.04617286223330383
5281,0.054887856254835096
5282,0.038093503324053514
5283,0.038093503324053514
5284,0.06449641595946147
5285,0.17286416796352153
5286,0.26252948754843713
5287,0.3308799582862875
5288,0.3308799582862875
5289,0.25827489671535286
5290,0.05417458856632687
5291,0.06990735125862899
5292,0.14736630516739926
5293,0.04498910437457542
5294,0.04498910437457542
5295,0.06776086671776824
5296,0.06776086671776824
5297,0.0565165364599444
5298,0.0565165364599444
5299,0.059021077797741656
5300,0.059021077797741656
5301,0.22458715793531517
5302,0.22458715793531517
5303,0.2595907915763666
5304,0.2595907915763666
5305,0.22512144886745197
5306,0.22512144886745197
5307,0.202696912934802
5308,0.18470789623847467
5309,0.10652019859607309
5310,0.04217647730208915
5311,0.045806258955877616
5312,0.11140807914253666
5313,0.0884399518872416
5314,0.17164063979430685
5315,0.2893638591810052
5316,0.41226469601895865
5317,0.33893746192254753
5318,0.4292210523820229
5319,0.14884707345053552
5320,0.09270594776583208
5321,0.04344304066177171
5322,0.028409636271148505
5323,0.06027273999329912
5324,0.1197639817117868
5325,0.13508317812827597
5326,0.15409600232522677
5327,0.1414451790199299
5328,0.3953067737384429
5329,0.39238026229594125
5330,0.2637180702655176
5331,0.205635168708147
5332,0.11011911547297776
5333,0.06387919028373623
5334,0.045138572632326866
5335,0.10246189015478843
5336,0.07568622886221116
5337,0.10832668065593971
5338,0.1794159748760947
5339,0.3358883948524414
5340,0.22403522723167596
5341,0.2910323759543278
5342,0.21833360707933838
5343,0.10546462029117186
5344,0.04617286223330383
5345,0.054887856254835096
5346,0.038093503324053514
5347,0.053720006452940665
5348,0.06449641595946147
5349,0.17286416796352153
5350,0.26252948754843713
5351,0.3308799582862875
5352,0.3308799582862875
5353,0.25827489671535286
5354,0.05417458856632687
5355,0.06990735125862899
5356,0.14736630516739926
5357,0.04498910437457542
5358,0.04498910437457542
5359,0.06776086671776824
5360,0.06776086671776824
5361,0.0565165364599444
5362,0.0565165364599444
5363,0.059021077797741656
5364,0.059021077797741656
5365,0.22458715793531517
5366,0.22458715793531517
5367,0.2595907915763666
5368,0.2595907915763666
5369,0.22831815224490257
5370,0.22831815224490257
5371,0.19820298374032333
5372,0.1809519603601042
5373,0.09413675269547792
5374,0.03010456041260724
5375,0.030579495430778255
5376,0.09220335497285112
5377,0.07074784630319267
5378,0.14413175479998533
5379,0.2688266667547388
5380,0.39247574792781365
5381,0.343800389979627
5382,0.4037119386488302
5383,0.13292284962043185
5384,0.07904250303299042
5385,0.03448313433045523
5386,0.012536219241695835
5387,0.040847924989784005
5388,0.106598844019321
5389,0.12414277454009315
5390,0.14252099472001095
5391,0.12775110119924774
5392,0.36779788874412156
5393,0.24447981341786326
5394,0.19199685316391837
5395,0.09648079992874918
5396,0.047663736181288816
5397,0.023828880577630402
5398,0.027446467048277922
5399,0.0847697845707395
5400,0.055221908307535296
5401,0.07656764875049933
5402,0.15248331479333746
5403,0.3047417440747877
5404,0.19595400866098675
5405,0.27955134763078965
5406,0.19449242633332142
5407,0.0922123905384591
5408,0.03196598530479536
5409,0.035074559821913
5410,0.025400590533773405
5411,0.027510120711056702
5412,0.051952375280640464
5413,0.1564352380385149
5414,0.24555502065960907
5415,0.30788850549063734
5416,0.30788850549063734
5417,0.2327417223301245
5418,0.05181649047512384
5419,0.06467893120176867
5420,0.14548996030220865
5421,0.06962515151372005
5422,0.06962515151372005
5423,0.07553565840804394
5424,0.07553565840804394
5425,0.05424210533042875
5426,0.05424210533042875
5427,0.05678502466378587
5428,0.05678502466378587
5429,0.2150746629478238
5430,0.2150746629478238
5431,0.2424928455925624
5432,0.2424928455925624
5433,0.18906190692359875
5434,0.1782703950410473
5435,0.09413675269547792
5436,0.03010456041260724
5437,0.027897930111721363
5438,0.08952178965379423
5439,0.06806628098413578
5440,0.14145018948092844
5441,0.3833346711110891
5442,0.3346593131629024
5443,0.4037119386488302
5444,0.13024128430137497
5445,0.06990142621626584
5446,0.03180156901139834
5447,0.00985465392263896
5448,0.0381663596707271
5449,0.10391727870026408
5450,0.12146120922103627
5451,0.13337991790328638
5452,0.12506953588019085
5453,0.358656811927397
5454,0.23802030192019558
5455,0.18931528784486149
5456,0.09379923460969229
5457,0.03852265936456425
5458,0.021147315258573506
5459,0.024764901729221033
5460,0.08208821925168261
5461,0.0525403429884784
5462,0.07388608343144244
5463,0.14334223797661289
5464,0.29828223257712
5465,0.18681293184426218
5466,0.270410270814065
5467,0.18535134951659685
5468,0.08307131372173453
5469,0.029284419985738473
5470,0.03239299450285612
5471,0.022719025214716502
5472,0.022719025214716502
5473,0.049270809961583575
5474,0.153753672719458
5475,0.2428734553405521
5476,0.3052069401715805
5477,0.3052069401715805
5478,0.22360064551339992
5479,0.06467893120176867
5480,0.14548996030220865
5481,0.07553565840804394
5482,0.05424210533042875
5483,0.05678502466378587
5484,0.22298798397529956
5485,0.25040616662003834
5486,0.1776329509471086
5487,0.1684106479899711
5488,0.09088022587228535
5489,0.026848033589414632
5490,0.022807911004102913
5491,0.08443177054617582
5492,0.06297626187651736
5493,0.13636017037331
5494,0.2627482594197462
5495,0.3731008633307653
5496,0.32442550538257864
